Ticket;Open;Type;Volume;Symbol;Price;SL;TP;Close;Price;Swap;Commissions;Profit;Pips;"Trade duration in seconds"
325167365;"2024-12-16 20:00:16";buy;0.76;GBPUSD;1.26819;0;1.26982;"2024-12-16 20:59:00";1.26985;0;-2.28;126.16;16.6;3524
325167363;"2024-12-16 20:00:15";buy;0.76;GBPUSD;1.26824;0;1.26985;"2024-12-16 20:59:00";1.26984;0;-2.28;121.6;16;3525
325153366;"2024-12-16 18:00:18";buy;0.63;GBPUSD;1.26912;0;1.26985;"2024-12-16 20:59:00";1.26984;0;-1.89;45.36;7.2;10722
325161566;"2024-12-16 19:00:17";buy;0.69;GBPUSD;1.26874;0;1.26982;"2024-12-16 20:59:00";1.26984;0;-2.07;75.9;11;7123
325161564;"2024-12-16 19:00:17";buy;0.69;GBPUSD;1.26874;0;1.26985;"2024-12-16 20:59:00";1.26984;0;-2.07;75.9;11;7123
325153368;"2024-12-16 18:00:19";buy;0.56;EURUSD;1.05076;0;1.05196;"2024-12-16 19:18:02";1.05196;0;-1.68;67.2;12;4663
325108759;"2024-12-16 13:00:17";buy;0.68;EURUSD;1.04896;0;1.05083;"2024-12-16 17:42:48";1.05085;0;-2.04;128.52;18.9;16951
325101517;"2024-12-16 11:00:16";buy;0.56;EURUSD;1.05117;0;1.05083;"2024-12-16 17:42:48";1.05085;0;-1.68;-17.92;-3.2;24152
325105232;"2024-12-16 12:00:15";buy;0.62;EURUSD;1.05046;0;1.05083;"2024-12-16 17:42:48";1.05085;0;-1.86;24.18;3.9;20553
325138145;"2024-12-16 17:00:17";buy;0.74;EURUSD;1.04844;0;1.05083;"2024-12-16 17:42:48";1.05085;0;-2.22;178.34;24.1;2551
325138149;"2024-12-16 17:00:18";buy;0.69;GBPUSD;1.26511;0;1.26698;"2024-12-16 17:26:08";1.26698;0;-2.07;129.03;18.7;1550
325126721;"2024-12-16 16:00:19";buy;0.63;GBPUSD;1.26654;0;1.26698;"2024-12-16 17:26:08";1.26698;0;-1.89;27.72;4.4;5149
325126715;"2024-12-16 16:00:18";buy;0.63;GBPUSD;1.26659;0;1.26694;"2024-12-16 17:26:07";1.26695;0;-1.89;22.68;3.6;5149
325138170;"2024-12-16 17:00:21";buy;0.69;GBPUSD;1.26524;0;1.26694;"2024-12-16 17:26:07";1.26695;0;-2.07;117.99;17.1;1546
325108757;"2024-12-16 13:00:16";buy;0.69;GBPUSD;1.26441;0;1.26605;"2024-12-16 15:21:43";1.26598;0;-2.07;108.33;15.7;8487
